title,latitude,longitude
อุบัติเหตุ ถนนประดิษฐ์มนูธรรม ขาออก,13.763927238459999,100.59933766722999
อุบัติเหตุ ซอยสุขุมวิท 42 (ซอยกล้วยน้ำไท),13.719126755581998,100.58490335941
อุบัติเหตุ ถ.อโศก-ดินแดน,13.752087339048,100.56404247879999
อุบัติเหตุ ถนนพระราม 3,13.717169877538,100.55759981275
อุบัติเหตุ ถนนสุขุมวิท,13.725558802335,100.5765375495
อุบัติเหตุ ปากซอยสุขุมวิท 10 (ซอยแสนสำราญ),13.738887442846,100.55762261152
อุบัติเหตุ ทางด่วนศรีรัช,13.752389881548,100.57266443968001
อุบัติเหตุ ถนนราชปรารภ,13.758848370467,100.54244264959999
อุบัติเหตุ ทางด่วนขั้นที่ 1 ขาเข้า,13.709957168869,100.58219566941
อุบัติเหตุ ปากซอยเพชรบุรี 36,13.749858803507,100.55575847626
อุบัติเหตุ ถนนเพชรบุรีตัดใหม่ ขาเข้า,13.747998580482,100.57016730309
อุบัติเหตุ ทางด่วนขั้นที่ 1,13.720464771324,100.55295422673001
